,Verification_Status,processed_Text,noun_count,Word_Count,entity_count,class,sum_bow
2989,ข่าวปลอม,  ผลิตภัณฑ์   กัวร์กัม   จีไฟเบอร์   ป้องกัน โรค เบาหวาน   โรค ระบบ หัวใจ   หลอด เลือด,9,18,0,2,14
2990,ข่าวปลอม,  ปลัด กระทรวงมหาดไทย   ติดต่อ ประชาชน โอน เงิน ซื้อ สิ่งของ   ไลน์,6,16,0,2,8
2991,ข่าวปลอม,"  การบิน ไทย สมัคร งาน     15,000   สัปดาห์   เพจ   Phuket   International   Airport",8,22,3,2,12
2992,ข่าวปลอม,  สาร ซัก ฟอก สบู่ เหลว   สาร ตระกูล เอมีน   กลาย สาร ก่อ มะเร็ง,9,18,3,2,10
2993,ข่าวปลอม,  คลัง อนุมัติ   ยกเลิก จ่าย เงิน บำนาญ ราชการ,3,10,0,2,7
2994,ข่าวปลอม,  ว่อน  โซเซียล   คืน เงิน ประกัน มิเตอร์ ไฟฟ้า   ปชช. สิทธิ์ ระบบ,9,25,0,2,10
2995,ข่าวปลอม,  เว็บสล็อต ออนไลน์ กฎหมาย ลิขสิทธิ์ เจ้า ไทย,8,13,1,2,9
2996,ข่าวปลอม,  ต้น มะแว้ง นก   รักษา มะเร็ง ปาก มดลูก,6,10,0,2,6
2997,ข่าวปลอม,  ท่าอากาศยานสุวรรณภูมิ ตัว แทน จอง ตั๋ว เที่ยว บิน,5,7,2,2,6
2998,ข่าวปลอม,  เกษตรกร หนังสือ แจ้ง หนี้   หนังสือ ธนาคาร รัฐ ต้น สังกัด   เงิน สด ปลด หนี้,10,20,0,2,13
2999,ข่าวปลอม,  ออมสิน ปล่อย กู้ สินเชื่อ แก้หนี้ ทุน   ทะเบียน เพจ   Yourcompany,5,15,0,2,10
3000,ข่าวจริง,กรมศุลกากร เร่ง ปราบปราม ยา เสพ ติด ต่อเนื่อง   ชาย ไนจีเรียน ซุกซ่อน โคคา อีน ร่างกาย มูลค่า   3.69   ล้าน บาท,8,24,1,0,20
3001,ข่าวจริง,วธ.   ชู   Soft   Power   มิติ ศาสนา   สืบสาน เทศกาล นวราตรี,9,20,2,0,7
3002,ข่าวจริง,ประกัน มาตรา   33     39   บุตร อายุ   6   ขวบ   ยื่น เงิน สงเคราะห์ บุตร   800   บาท เดือน  ,10,34,5,0,14
3003,ข่าวจริง,ประกัน ป่วย หยุด หายใจ หลับ   เบิก ค่า   Sleep   test   เครื่อง   CPAP    ,9,22,0,0,11
3004,ข่าวจริง,กรมทางหลวง ชนบท   ก่อสร้าง ถนน สาย  ฉช.2004   เชื่อม จังหวัดฉะเชิงเทรา     สมุทรปราการ   คาด ปี   2568,12,22,9,0,17
3005,ข่าวจริง,กรมเจ้าท่า   รับฟัง คิดเห็น ประชาชน โครงการ ก่อสร้าง เขื่อนป้องกัน ตลิ่ง   ประสิทธิภาพ เรือ เดิน แม่น้ำป่าสัก   อำเภอนครหลวง   จังหวัดพระนครศรีอยุธยา,16,28,5,0,25
3006,ข่าวจริง,ครม.   อนุมัติ   9   โครงการ กทม.   วง เงิน   1.8   หมื่น ล้าน บาท  ,4,19,4,0,9
3007,ข่าวจริง,รฟม.   บริการ รถ ไฟฟ้า   MRT   ข้าม ปี ตี   2   ขยาย เวลา บริการ อาคาร   ลาน จอด จร   ตี   3   เทศกาล ปี   2566   ?,13,39,1,0,17
3008,ข่าวจริง,การรถไฟฯ   น้ำหนัก สัมภาระ ติด ตัว รถไฟ  ,3,11,0,0,4
3009,ข่าวจริง,“ ศุภมาส ”   สั่งการ สำนักงานปลัดกระทรวง   อว. เรียน ทุน ประสาน หน่วย งาน   “ ดร.เค็ง ”   ทำ งาน ชาติ     ทุน   ไกล่เกลี่ย   มฟล.  ,18,31,5,0,20
3010,ข่าวจริง,ปลัด   พม.   สั่ง เร่ง ตรวจสอบ ข้อ เท็จจริง   กรณี ชีวิต ศูนย์คุ้มครอง คน ไร้ ที่พึ่ง   จ.ชลบุรี   กำชับ ศูนย์   ประเทศ   เข้มงวด เรื่อง ปลอด ภัย,15,34,2,0,20
3011,ข่าวจริง,ไปรษณีย์ไทย เตรียม เลข รหัส แทน ชื่อ     รหัส ไปรษณีย์  ,7,13,2,0,9
3012,ข่าวจริง,ป้าย ทะเบียน รถ ซีด จาง   เคลือบ สี ฟรี กรมการขนส่งทางบก   ค่า ใช้จ่าย  ,8,16,1,0,12
3013,ข่าวจริง,10   หน่วย งาน รัฐ ติดต่อ ราชการ   ยื่น เอกสาร นิติบุคคล  ,6,13,0,0,8
3014,ข่าวจริง,​ นายก รัฐมนตรี ปาฐกถา ประชุม ธุรกิจ อาเซียน สำนักข่าว  Bloomberg   ย้ำ   3   แนวทาง   ยั่งยืน เข้มแข็ง ครอบคลุม   สร้าง เศรษฐกิจ   เติบโต,13,33,3,0,21
3015,ข่าวจริง,สปสช.   อนุมัติ ป่วย ไต วาย สิทธิบัตร ทอง เลือก วิธี ฟอก เลือด   จ่าย เงิน  ,10,21,1,0,15
3016,ข่าวจริง,ดื่ม น้ำหวาน น้ำ เปล่า   โอกาส เสี่ยง อัมพฤกษ์  ,4,10,0,0,6
3017,ข่าวจริง,กทม.   ศูนย์ ฉีด วัคซีน โควิด   19     MBK   ชั้น   6   โซน   D     28   พ.ค.   66  ,9,29,4,0,9
3018,ข่าวจริง,ศบค.   ยกเลิกเคอร์ฟิว     15   มิ.ย.   63,3,13,4,0,5
3019,ข่าวจริง,รอง นายก รัฐมนตรี   “ อนุทิน ”   เตรียม คณะ ประชุม ยอด บิน ชาง งี   2565   สาธารณรัฐสิงคโปร์     1718   พ.ค.,12,28,9,0,15
3020,ข่าวจริง,"ธอส.   สินเชื่อ ผ่อน บ้าน   ดอกเบี้ย   0.71 %   ปี   ผ่อน ล้าน   2,400   บาท  ",6,23,6,0,10
3021,ข่าวจริง,สมอ.   ควบคุม นั่ง เด็ก รถ ยนต์   มาตรฐาน   มอก.  ,5,13,1,0,7
3022,ข่าวจริง,นายก   สั่ง ท่องเที่ยว   ยกเลิก มาตรการ ประเทศ   Test& Go     4   ม.ค.   65  ,7,26,9,0,9
3023,ข่าวจริง,คปภ.     7   มาตรการ ผ่อนผัน   สำหรับ บริษัท ประกัน เคลม ประกัน โควิด   เสริมสภาพ คล่อง จ่าย ค่า เคลม ประกัน ประชาชน,10,28,1,0,17
3024,ข่าวจริง,ศูนย์ ฉีด วัคซีน กลาง ซื่อ   ฉีด แอสตร้า     2   เข็ม   จอง คิวฉีด   Pfizer     Moderna   เข็ม   3  ,12,36,10,0,10
3025,ข่าวจริง,กระทรวงยุติธรรม   ประชุม คณะ อนุกรรมการ ช่วยเหลือ ประจำ กรุงเทพมหานคร   อำนาจ คณะ อนุกรรมการ ช่วยเหลือ ประจำ จังหวัด   คณะ   ๑     ๑๖ / ๒๕๖๕,12,32,2,0,20
3026,ข่าวจริง,ครม.   อนุมัติ ลด ภาษี คาร์ซีท ประเทศ   20 %   ปี   2566  ,8,19,6,0,8
3027,ข่าวจริง,"โฆษก รัฐบาล เผย   นายก   พอใจ งาน   มท.   ทะเบียน หนี้ ระบบ   85     ไกล่เกลี่ย สำเร็จ   16,963     มูลหนี้ ลด   745   ล้าน บาท   ย้ำ ชวน ประชาชน หนี้ ระบบ ทะเบียน   29   ก.พ.",15,53,8,0,29
3028,ข่าวจริง,รฟท.   ขยาย เวลา จอง ตั๋ว รถไฟ ล่วงหน้า   90    ,3,11,4,0,7
3029,ข่าวจริง,ลด เงิน สมทบ ประกัน สังคม มาตรา 33   ร้อย   0.5   เดือน   ก.พ.   –   มี.ค.   64   ?,8,27,9,0,11
3030,ข่าวจริง,มหาดไทย     สธ.   ทำ เว็บไซต์ ระบบ ตรวจสอบ ฉีด วัคซีน   ( หมอพร้อม )  ,5,19,3,0,10
3031,ข่าวจริง,“ รัฐบาล ดิจิทัล ”   หนุน หน่วย งาน สะดวก คน ไทย ระบบ อิเล็กทรอนิกส์   บริการ   สปส.  ,11,22,1,0,15
3032,ข่าวจริง,ขาย สับปะรด สี ชมพู ไทย   กฎหมาย  ,4,8,1,0,5
3033,ข่าวจริง,"รมว. สุชาติ ส่ง   เลขาสุเทพ   งาน บริการ รถ ไฟฟ้า สาย   8   จ้าง งาน   สร้าง   30,000   บาท เดือน",10,31,8,0,19
3034,ข่าวจริง,กสทช.   ระเบียบ ซิม โทรศัพท์   ปี   67   ครอง   6   ซิม   ตัวตน  ,6,22,1,0,8
3035,ข่าวจริง,ออมสิน สินเชื่อ   SMEs   เต็ม สุข เต็ม สิบ วงเงิน   10   ล้าน บาท  ,5,18,0,0,9
3036,ข่าวจริง,คกก.   นโยบาย สมุนไพร ชาติ   ชอบ   ( ร่าง )   แผน ปฏิบัติการ สมุนไพร ชาติ   ฉบับ   2   พ.ศ.   2566 2570,14,27,16,0,16
3037,ข่าวจริง,เตรียม ประกาศ มาตรฐาน   เครื่อง วัด ปริมาณ แอลกอฮอล์ ลม หายใจ  ,5,10,0,0,11
3038,ข่าวจริง,ลูกหนี้   กยศ.   ชำระ หนี้   150 %   เงิน กู้   หยุด จ่าย หนี้  ,5,21,7,0,9
3039,ข่าวจริง,ครม.   อนุมัติ ขยาย เวลา ท่องเที่ยว   Special   Tourist   VISA     1   ปี   สิ้นสุด   30   ก.ย.   65  ,6,28,6,0,12
3040,ข่าวจริง,ตรวจสอบ สภาพ รถ ฟรี   เทศกาล สงกรานต์   ศูนย์บริการ ภาคี เครือข่าย รัฐ เอกชน ประเทศ  ,12,20,0,0,15
3041,ข่าวจริง,นั่ง รถ ทัวร์ เที่ยว เมือง รอง อีสาน   –   ตะวัน   บขส.   ลด ค่า โดยสาร   20 %  ,8,20,7,0,13
3042,ข่าวจริง,กลาง เสี่ยง ขาดแคลน น้ำ ปัญหา ฝน ตก  ,3,10,2,0,7
3043,ข่าวจริง,ห้ามนำ กัญชา   กัญชง   อินโดนีเซีย   ฝ่าฝืน โทษ ประหาร ชีวิต  ,6,15,1,0,8
3044,ข่าวจริง,กพท.   อนุญาต สาย บิน เสิร์ฟ อาหาร เครื่อง ดื่ม เที่ยว บิน  ,6,15,0,0,10
3045,ข่าวจริง,“ พัชรวาท ”   ปลุก คน ไทย แก้ วิกฤต ทะเล   เนื่อง ทะเล โลก   2567,12,17,0,0,12
3046,ข่าวจริง,ครม.   เคาะ   10   มาตรการ รองรับ ฤดู แล้ง   ปี   65 / 66   โครงการ ประสิทธิภาพ บริหารจัดการ ทรัพยากร น้ำ   ปี   66   เร่ง แก้ ปัญหา     บรรเทา เดือดร้อน  ปชช.,16,35,0,0,27
3047,ข่าวจริง,กทม.   ฉีด วัคซีน ฝัง ไมโครชิป สัตว์ เลี้ยง ฟรี   เดือน   ต.ค.   67    ,9,20,1,0,10
3048,ข่าวจริง,​ “ วราวุธ   รมว. ทส.   มอบ โล่   FSAT   จัดแข่ง ฟิกเกอร์ สปีดสเก็ตติ้ง   2020   รักษ์ โลก ”,16,30,12,0,14
3049,ข่าวจริง,หยุด ราชการ กรณี พิเศษ   ปี   65   จำนวน   4     หยุด   กระตุ้น ท่องเที่ยว เศรษฐกิจ  ,7,23,3,0,11
3050,ข่าวจริง,กรมอุตุฯ   ประกาศ เตือน พายุ ฤดู ร้อน     1013   พ.ค.   63  ,7,17,3,0,9
3051,ข่าวจริง,สธ. ห่วงการ ชุมนุม เมียน ไทย   หวั่น แพร่ ระบาด โรค โควิด   19   ก้อน,8,21,5,0,13
3052,ข่าวจริง,กระทบ สัตว์ ป่า   ชีวิต   บาดเจ็บ   ทุพพลภาพ   ช่วยเหลือ เยียวยา   1   แสน บาท  ,5,26,0,0,9
3053,ข่าวจริง,ปลด ล็อก กระท่อม   บัญชี ยา เสพ ติด โทษ   บังคับ   90   ประกาศ ราชกิจจาฯ  ,5,17,0,0,13
3054,ข่าวจริง,ครม.   อนุมัติ คืน โบราณวัตถุ   20   รายการ   กัมพูชา  ,4,13,8,0,8
3055,ข่าวจริง,กรมประมง ประกาศ   ห้าม สัตว์ น้ำ จืด ไข่ ฤดู น้ำ แดง  ,8,15,1,0,7
3056,ข่าวจริง,3   เครื่อง ดื่ม สุขภาพ   ดื่ม ดื่ม เวลา   ทำ ภูมิตก   เสี่ยง ติด โค วิด 19    ,9,26,0,0,10
3057,ข่าวจริง,กบน .   ตรึง ราคา น้ำมัน ดีเซล   32   บาท ลิตร   เวลา   1   สัปดาห์  ,4,18,10,0,10
3058,ข่าวจริง,"ปลัด   สธ.   เดินหน้า นโยบาย   SECA   ปี   2567   เป้า ติดตั้ง โซลาร์ เซลล์   1,855     รถ ไฟฟ้า ลด พลังงาน   20 %",13,36,4,0,18
3059,ข่าวจริง,สปสช. เกณฑ์ จ่าย ค่า อาหาร   Home   Isolation   ค่า ออกซิเจน   450   บาท  ,9,21,4,0,10
3060,ข่าวจริง,หมอ   2   ฟังก์ ชัน   ประเมิน ภาวะ ลองโควิด ตรวจ สุขภาพใจ  ,6,18,0,0,7
3061,ข่าวจริง,"ออมสิน ปล่อย สินเชื่อ แก้หนี้ ทุน   ยืม   20,000   ค้ำ   ลูกหนี้ เดิม กู้ ซ้ำ     MYMO  ",7,25,0,0,11
3062,ข่าวจริง,กรมเจ้าท่า   พัฒนา ท่า เทียบ เรือ โดยสาร แม่น้ำเจ้าพระยา   เตรียม บริการ  ,5,14,3,0,14
3063,ข่าวจริง,คปภ.   อนุมัติ เกณฑ์ ประกัน รถ ยนต์   EV  ,4,11,1,0,7
3064,ข่าวจริง,ศูนย์ อำนวยการสถานการณ์ อุทกภัย   มาตรการ   3    ,5,13,0,0,4
3065,ข่าวจริง,ตร. แจ้ง ข้อ หา บริจาค กิจกรรม มั่วสุม  ,5,12,0,0,7
3066,ข่าวจริง,ธปท.   มหกรรม ไกล่เกลี่ย สินเชื่อ เช่า ซื้อ รถ   ออนไลน์  ,7,13,1,0,8
3067,ข่าวจริง,“ สุริยะ ”   พื้นที่ ติดตาม คืบหน้า โครงข่าย หลวง พื้นที่ จังหวัดศรีสะเกษ   ขับ เคลื่อนคมนาคม ขนส่ง อีสาน   อำนวย สะดวก   ปลอด ภัย สัญจร พี่น้องประชาชน  ,16,32,3,0,20
3068,ข่าวจริง,สธ. ยัน จังหวัด ป่วย โควิด   19   ท่า ขี้เหล็ก   ควบคุม   เดินทาง ท่องเที่ยว,9,22,4,0,11
3069,ข่าวจริง,อุทยานแห่งชาติขุนสถาน   ประกาศ ท่องเที่ยว พักแรม เขต อุทยานฯ     1   มี.ค.   –   31   พ.ค.   66  ,11,31,11,0,11
3070,ข่าวจริง,บอร์ดสปสช.   เตรียม ยกเลิก ระบบ รักษา ตัว บ้าน   Home   Isolation   โค วิด โรค ประจำ ถิ่น  ,9,21,1,0,13
3071,ข่าวจริง,นายก   เนื่อง   “ ข้าว นาแห่งชาติ ”   ประจำ ปี   2566   ยกย่อง นา ฐานะ คุณูปการ สร้าง มั่นคง อาหาร   หล่อเลี้ยง คน ไทย โลก,18,35,0,0,23
3072,ข่าวจริง,นายศักดิ์สยาม ชิดชอบ   รัฐมนตรี ว่าการ กระทรวงคมนาคม   งาน เลี้ยง อาหาร ค่ำ   ขอบคุณ คณะ บริหาร ประเทศญี่ปุ่น,13,21,8,0,16
3073,ข่าวจริง,ประวัติศาสตร์ ไทย   รัฐบาล เชิญชวน ศาสนิก ชน พลัง ศรัทธา   สักการะ พระบรมสารีริกธาตุ พระอรหันตธาตุ   พระสารีบุตร พระโมคคัลลา   สาธารณรัฐอินเดีย,20,33,14,0,23
3074,ข่าวจริง,กทม.   มาตรการ ป้องกัน โควิด   19   ระบาด เด็ก สูงอายุ  ,5,15,1,0,8
3075,ข่าวจริง,เตรียม หาอาสา สมัคร ปลูก ฝีใน   ทดสอบ วัคซีน โรค ฝีดาษลิง  ,5,14,0,0,11
3076,ข่าวจริง,บสย.   เตือน ภัย   อย่า หลง   TikTok   LINE   เอกสาร ลาย เซ็น ปลอม   มิจฉาชีพ แอบ อ้าง   บสย.   ❗ ️,13,25,2,0,15
3077,ข่าวจริง,ครม.   ไฟเขียว   “ อัตรา เงิน ตอบแทน ”   กำนัน   –   บ้าน   สอดคล้อง สภาพ เศรษฐกิจ สังคม,13,25,0,0,13
3078,ข่าวจริง,รอง โฆษก   “ ไตรศุลี ”   เผย เวลา รัฐบาล   “ พล.อ.ประยุทธ์ ”   ผลักดัน โครงการ รถ ไฟฟ้า กรุงเทพฯ ปริมณฑล บริการ   8   เส้นทาง   โครงการ ก่อสร้าง รถ ไฟฟ้า เมือง   5   เส้นทาง,20,47,5,0,31
3079,ข่าวจริง,รัฐมนตรี ว่าการ กระทรวงยุติธรรม โดดซ้อนฮาเล่ย์   ฉลอง   1   ปี ปลด ล็อก กระท่อม เมืองคอน   ย้ำ ผลักดัน อาหาร เกษตรกร,12,28,9,0,17
3080,ข่าวจริง,พฤติกรรม เสี่ยง ทำ ท้อง อืด   จุก เสียด แน่น  ,3,8,0,0,9
3081,ข่าวจริง,นายก สมาคมแม่บ้าน มหาดไทย   พิธี เจริญ พระพุทธมนต์   เนื่อง โอกาส ประติ   พระเจ้าวรวงศ์เธอ ฯ กรมหมื่นสุทธนารีนาถ   องค์ นายกกิตติมศักดิ์ ชีพ   มูลนิธิอาสา เพื่อนพึ่ง   ( ภาฯ )   ยาม,26,45,20,0,29
3082,ข่าวจริง,รัฐบาล แจก ของขวัญ   3   ชิ้น   พิเศษ สูงอายุ   เนื่อง สูงอายุ ชาติ   2565  ,8,19,0,0,10
3083,ข่าวจริง,ครม.   อนุมัติ   3.3   แสน ล้าน   เดินหน้า แผน ปฎิบัติการ ทรัพยากร น้ำ   ประจำ ปี งบ   2566  ,8,22,4,0,14
3084,ข่าวจริง,ธ.ออมสิน   มาตรการ พัก ชำระ หนี้   ลูกค้า พื้นที่ สี แดง   28   จังหวัด  ,8,18,2,0,9
3085,ข่าวจริง,ประกาศ ช่อ ดอก กัญชา กลับคืน ยา เสพ ติด  ,5,8,0,0,7
3086,ข่าวจริง,อนุมัติ วัด คาทอลิก   56    ,1,12,0,0,3
3087,ข่าวจริง,“ คารม ”   ย้ำ   สถาน ศึกษา   ยกเลิก สั่ง เวร   โรง เรียน   รัฐบาล     ศธ.   ชีวิต ครู,12,30,2,0,11
3088,ข่าวจริง,มท. 2   สั่งการ   สถ.   ประสาน   อปท.   เร่ง ช่วยเหลือ ประชาชน อุทกภัย พื้นที่ เหนือ ตะวัน เฉียง เหนือ,12,23,8,0,15
3089,ข่าวจริง,นายก     แทน เอกชน เยอรมนี เดินทาง ประธานาธิบดี เยอรมนี   เอกชน ยอด ทุน ไทย   เติบโต เศรษฐกิจ,13,27,3,0,15
3090,ข่าวจริง,สมอ.     8   มาตรการ ปราบ สินค้า ออนไลน์   มาตรฐาน   ภารกิจ   Quick   Win  ,7,21,1,0,9
3091,ข่าวจริง,กทม.   คลินิก มลพิษ อากาศ   8     รับมือ ฝุ่น   PM 2.5  ,6,16,1,0,6
3092,ข่าวจริง,กบข .   แชร์ ประสบการณ์   ESG   งาน สัมมนา โอกาส ท้าทาย รัฐวิสาหกิจไทย,9,18,2,0,11
3093,ข่าวจริง,ศบค .   ขยาย เวลา   พ.ร.ก. ฉุกเฉิน   2   เดือน     31   ก.ค.   64  ,4,22,7,0,8
3094,ข่าวจริง,ปลัด กอบชัยฯ   ประธาน   SMRJ   ระบบ   VDO   Meeting,9,16,3,0,8
3095,ข่าวจริง,กทม.   สั่ง ติด คิวอาร์โค้ด ถัง ดับ เพลิง ตรวจสอบ ติดตาม ซ่อมบำรุง  ,8,16,1,0,7
3096,ข่าวจริง,รัฐบาล เชิญชวน ประชาชน บริการ   “ 7   เดือน   7   งาน บริการ ”   สำนักงาน ก.พ.ร.   คัด บริการ พิเศษ สนใจ อำนวย สะดวก     ศูนย์บริการ ร่วมเซ็นทรัลเวิลด์,14,34,7,0,26
3097,ข่าวจริง,นายก รัฐมนตรี   ประกาศ เป้าหมาย   ประเทศ   120  ,3,12,3,0,7
3098,ข่าวจริง,ไฟฟ้าส่วนภูมิภาค เปลี่ยนไลน์ แจ้ง เตือน ค่า ไฟฟ้า     @ PEA Thailand  ,5,12,1,0,12
3099,ข่าวจริง,ชื่อ   46   ประเทศ   เดินทาง ประเทศไทย กัก ตัว     1   พ.ย.   64  ,7,29,5,0,6
3100,ข่าวจริง,ครม.   อนุมัติ จำนวน ชาติ   ไทย ปี ประเทศ   100   คน  ,7,21,0,0,8
3101,ข่าวจริง,งด เยี่ยมชม อุทยานแห่งชาติถ้ำหลวงขุนน้ำนางนอน ชั่วคราว   เนื่อง น้ำ ท่วม หนัก  ,8,16,6,0,13
3102,ข่าวจริง,ศูนย์ ฉีด วัคซีน กลาง ซื่อ   จอง ฉีด วัคซีน เข็ม   3   ไฟเซอร์เด็ก   สำหรับ เด็ก อายุ   511   ปี  ,9,25,6,0,12
3103,ข่าวจริง,ก.อุตฯ   เผย   MPI   เดือน   ก.พ.   ขยาย ตัว ร้อย   2.75   ปี   คาด ปี   65   ขยาย ตัว ร้อย   3.5   –   4.5   จับตา สถานการณ์ สงคราม รัสเซีย ยูเครน ใกล้ชิด,18,45,12,0,18
3104,ข่าวจริง,การรถไฟฯ   เตรียม ย้าย สถานี รถไฟหัวหิน   อาคาร โครงการ รถไฟ คู่     11   ธ.ค.   66  ,7,29,5,0,12
3105,ข่าวจริง,กรมประมง   ประกาศ ทะเล อ่าวไทย   90       15   ก.พ.   65   –   15   พ.ค.   65  ,5,28,15,0,9
3106,ข่าวจริง,ธ.ก.ส.   เลื่อน ชำระ หนี้   1   ปี   ช่วยเหลือ เกษตรกร ภัย น้ำ ท่วม  ,3,16,4,0,7
3107,ข่าวจริง,ครม.   อนุมัติ ขยาย เวลา แรงงาน ชาติ แรงงาน   MOU   ลด ค่า วีซ่า   500   บาท  ,8,20,3,0,11
3108,ข่าวจริง,ชาย แดน สระแก้ว มาตรการ เข้มงวด   กัมพูชา ไข้ หวัด นก   H 5 N 1   ระบาด  ,11,19,5,0,12
3109,ข่าวจริง,กรมการแพทย์ แผน ไทย   แนะ นํากิน สมุนไพร ไทย     ติด เชื้อ โควิด 19  ,9,20,5,0,11
3110,ข่าวจริง,บวท.   นาม สัญญา   Collins   Aerospace,6,10,0,0,5
3111,ข่าวจริง,รฟท.   จอง ตั๋ว รถไฟ ล่วงหน้า เทศกาล สงกรานต์   ปี   2566   จอง ล่วงหน้า   30    ,7,24,4,0,10
3112,ข่าวจริง,นายก   เยี่ยมชม โครงการ คลองสวย น้ำ ใส   คน ไทย สุข   สวนสาธารณะสิริสุขนันทน์   จ.เชียงใหม่   ชื่นชม บรรยากาศ ดี   สภาพ แวดล้อม สวยงาม   หน่วย งาน ทำ งาน บูรณาการ   สวยงาม คลอง,21,40,22,0,27
3113,ข่าวจริง,​ นายก   ไทย   –   เวียดนาม   กระชับ สัมพันธ์ รอบ   เมือง   มั่นคง   เศรษฐกิจ   ผลักดัน เข้มแข็ง ระดับ ภูมิภาค   อนุภูมิภาค ลุ่มน้ำโขง   อาเซียน,20,36,5,0,24
3114,ข่าวจริง,พ.ร.บ.   กอง ทุนบำเหน็จ บำนาญ ราชการ ฉบับ   สมาชิก กบ ข.   ออม   27 %  ,4,19,5,0,9
3115,ข่าวจริง,รมว. กษ.   เยี่ยมชม ติดตาม สถานการณ์ ค้า สินค้า เกษตร อาหาร ไทย,9,14,3,0,10
3116,ข่าวจริง,วิธี ถูมือ จุด อวี๋จี๋   2     เวลา   3   นาที   ทำ สุขภาพ ดี  ,7,23,3,0,5
3117,ข่าวจริง,เตือน ประชาชน ซื้อ ยาง รถ ยนต์ เลือก เครื่องหมาย   มอก.  ,4,13,0,0,11
3118,ข่าวจริง,ประกัน   ม. 40   ลด เงิน สมทบ ร้อย   60     6   เดือน   ?,5,20,6,0,9
3119,ข่าวจริง,ปลัดดี อี   ประชุม คณะ ทำ งาน รองรับ เจรจา   ตกลง เขต ค้า เสรี   ( FTA )  ,6,19,2,0,12
3120,ข่าวจริง,ครม.   อนุมัติ   บขส.   ขนส่ง สินค้า พัสดุภัณฑ์  ,4,11,0,0,7
3121,ข่าวจริง,ศูนย์ ฉีด วัคซีน กลาง ซื่อ   วอล์คอิน   ทะเบียน จอง  ,5,16,0,0,8
3122,ข่าวจริง,กรมการขนส่งทางบก   ภาษี ออนไลน์   สำหรับ รถ ยนต์ งาน   7   ปี   รถ จักรยาน ยนต์   5   ปี  ,5,24,7,0,11
3123,ข่าวจริง,นายก     เอกอัครราชทูตบาห์เรน   เวลา ขจัด อุปสรรค   ขยาย,7,23,0,0,9
3124,ข่าวจริง,ระวัง ติด เชื้อ   NTM   เชื้อ ธรรมชาติ ภาวะ โลก ร้อน  ,7,19,0,0,8
3125,ข่าวจริง,ดี อี   สัมมนา   “ พัฒนา ดิจิทัล เศรษฐกิจ สังคม คุ้มครอง ข้อมูล บุคคล ”   สร้าง รู้ กฎหมาย คุ้มครอง ข้อมูล บุคคล,16,31,2,0,13
3126,ข่าวจริง,​ สำนักพระราชวัง   เชิญชวน ประชาชน นาม ถวาย พระพร   สมเด็จพระเจ้าลูกยาเธอ   เจ้าฟ้าทีปังกรรัศมีโชติ   มหาว ชิโรตต มางกูร สิริวิบูลยราชกุมาร   เนื่อง โอกาส ประสูติ     ๒๙   เมษาย,10,25,4,0,29
3127,ข่าวจริง,"ครม.   อนุมัติ โครงการ คน ครึ่ง   เฟส   4   วง เงิน คน   1,200   บาท     1   ก.พ.   –   30   เม.ย.   65  ",6,32,12,0,14
3128,ข่าวจริง,เชื้อ ซาลโมเนลล่า   ก่อ โรค อาหาร พิษ รุนแรง ตัว  ,11,16,11,0,5
3129,ข่าวจริง,คน ไทย คน   สิทธิ รักษา   ฉีด วัคซีน ไข้ หวัด ฟรี     31   ธ.ค.    ,5,19,3,0,10
3130,ข่าวจริง,ดี อีเอส   เตือน ข่าว ปลอม   ย้ำ เด็ก อาชีวะ ยิง ชีวิต ชุมนุม   10   ส.ค.   แจง ชีวิต ภาพ อุบัติเหตุ รถ ชน   ยิง ชีวิต ม็อบ   10   สิงหา  ,17,49,6,0,18
3131,ข่าวจริง,ศูนย์ ฉีด วัคซีน กลาง ซื่อ   จอง คิว ฉีด เข็ม   3   ไฟเซอร์  ,8,18,3,0,6
3132,ข่าวจริง,ขสมก.   เดิน รถ กิจ   บริการ รถ เมล์ ฟรี   5   เส้นทาง   อุทยาน เฉลิม พระเกียรติ   ร.9  ,7,21,6,0,14
3133,ข่าวจริง,พิพิธภัณฑ์ เที่ยว ตอน กลาง คืน   48     ปี  ,4,16,5,0,7
3134,ข่าวจริง,รัฐ ทะเบียน แรงงาน ด้าว   3   สัญชาติ   กฎหมาย  ,3,14,0,0,6
3135,ข่าวจริง,อุทยานแห่งชาติดอยอินทนนท์   ประกาศ เส้นทาง ศึกษา ธรรมชาติ กิ่ว แม่ ปาน   5   เดือน  ,9,17,8,0,13
3136,ข่าวจริง,ธอส.   ขยาย เวลา   3   เดือน   มาตรการ ปัญหา หนี้สิน ครัวเรือน   ปี   2567  ,9,19,4,0,12
3137,ข่าวจริง,รพ. จุฬาภรณ์  รับ สมัคร ภาวะ   “ เบาหวาน ”   โครงการ วิจัย ค่า ใช้จ่าย  ,10,20,3,0,9
3138,ข่าวจริง,สธ. รับมอบ ชุด อุปกรณ์   ระบบ ตรวจ วัด อุณหภูมิ ตู้ วัคซีน โควิด   19   ควบคุม โซ่ เย็น,9,20,2,0,12
3139,ข่าวจริง,โครงการ บ้าน ล้านหลัง     3   สินเชื่อ ซื้อ บ้าน   1.5   ล้าน บาท,8,23,0,0,7
3140,ข่าวจริง,นายก   สั่ง แบล็คลิสต์ โรง แรม ฉวย โอกาส ราคา โครงการ เที่ยว,5,13,0,0,12
